[ERROR] Error en linea 2: 1002,Producto_2,Verduras,2026-07-18,Marca_2,abc,89
[ERROR] Linea 1295: stock invalido (-10)
[ERROR] Linea 1296: fecha invalida (2026/99/99)
[ERROR] Error en linea 1298: 2298,Producto_1298,Snacks,2026-04-25,Marca_1298,121,xyz
[ERROR] Linea 1301: precio invalido (-50)
[ERROR] Error en linea 1303: 2303,Producto_1303,Abarrotes,2026-05-28,Marca_1303,abc,41
[ERROR] Linea 1305: campo vacio detectado
[ERROR] Linea 1306: fecha invalida (2026/99/99)
[ERROR] Linea 1307: stock invalido (-10)
[ERROR] Linea 1309: campo vacio detectado
[DUPLICADO] Linea 1310: duplicado - 1001
[ERROR] Linea 1311: stock invalido (-10)
[ERROR] Linea 1312: stock invalido (-10)
[ERROR] Error en linea 1314: 2314,Producto_1314,Verduras,2026-07-22,Marca_1314,abc,63
[ERROR] Linea 1315: fecha invalida (2026/99/99)
[ERROR] Linea 1316: fecha invalida (2026/99/99)
[ERROR] Error en linea 1317: 2317,Producto_1317,Snacks,2026-04-08,Marca_1317,115,xyz
[ERROR] Error en linea 1318: 2318,Producto_1318,Bebidas,2026-08-13,Marca_1318,87,xyz
[ERROR] Linea 1319: precio invalido (-50)
[ERROR] Linea 1320: precio invalido (-50)
[ERROR] Linea 1321: fecha invalida (2026/99/99)
[ERROR] Linea 1322: stock invalido (-10)
[ERROR] Linea 1323: fecha invalida (2026/99/99)
[ERROR] Linea 1324: stock invalido (-10)
[ERROR] Linea 1326: precio invalido (-50)
[ERROR] Linea 1328: stock invalido (-10)
[ERROR] Linea 1329: precio invalido (-50)
[DUPLICADO] Linea 1330: duplicado - 1001
[ERROR] Linea 1331: stock invalido (-10)
[ERROR] Linea 1333: precio invalido (-50)
[ERROR] Linea 1334: stock invalido (-10)
[DUPLICADO] Linea 1337: duplicado - 1001
[ERROR] Error en linea 1338: 2338,Producto_1338,Bebidas,2026-12-26,Marca_1338,25,xyz
[DUPLICADO] Linea 1339: duplicado - 1001
[ERROR] Linea 1340: stock invalido (-10)
[ERROR] Linea 1343: campo vacio detectado
[ERROR] Error en linea 1344: 2344,Producto_1344,Snacks,2026-11-09,Marca_1344,abc,25
[ERROR] Error en linea 1346: 2346,Producto_1346,Verduras,2026-01-21,Marca_1346,134,xyz
[ERROR] Linea 1348: campo vacio detectado
[ERROR] Error en linea 1349: 2349,Producto_1349,Frutas,2026-06-22,Marca_1349,37,xyz
[ERROR] Linea 1350: fecha invalida (2026/99/99)
[ERROR] Error en linea 1351: 2351,Producto_1351,Snacks,2026-04-27,Marca_1351,abc,61
[ERROR] Linea 1353: fecha invalida (2026/99/99)
[DUPLICADO] Linea 1354: duplicado - 1001
[ERROR] Linea 1355: precio invalido (-50)
[ERROR] Linea 1356: precio invalido (-50)
[ERROR] Linea 1359: fecha invalida (2026/99/99)
[ERROR] Linea 1360: stock invalido (-10)
[ERROR] Error en linea 1361: 2361,Producto_1361,Lacteos,2026-07-02,Marca_1361,abc,32
[ERROR] Linea 1362: fecha invalida (2026/99/99)
[ERROR] Linea 1363: precio invalido (-50)
[ERROR] Linea 1364: stock invalido (-10)
[ERROR] Linea 1365: campo vacio detectado
[ERROR] Linea 1366: campo vacio detectado
[DUPLICADO] Linea 1367: duplicado - 1001
[DUPLICADO] Linea 1369: duplicado - 1001
[ERROR] Linea 1370: precio invalido (-50)
[ERROR] Linea 1371: fecha invalida (2026/99/99)
[ERROR] Error en linea 1372: 2372,Producto_1372,Lacteos,2026-10-23,Marca_1372,33,xyz
[ERROR] Linea 1375: fecha invalida (2026/99/99)
[ERROR] Linea 1376: precio invalido (-50)
[ERROR] Linea 1377: fecha invalida (2026/99/99)
[ERROR] Linea 1378: stock invalido (-10)
[ERROR] Linea 1380: stock invalido (-10)
[ERROR] Error en linea 1382: 2382,Producto_1382,Verduras,2026-08-16,Marca_1382,188,xyz
[ERROR] Linea 1384: fecha invalida (2026/99/99)
[ERROR] Linea 1385: fecha invalida (2026/99/99)
[ERROR] Linea 1388: campo vacio detectado
[ERROR] Error en linea 1389: 2389,Producto_1389,Abarrotes,2026-11-02,Marca_1389,abc,37
[ERROR] Linea 1393: precio invalido (-50)
[ERROR] Linea 1397: precio invalido (-50)
[ERROR] Error en linea 1398: 2398,Producto_1398,Frutas,2026-02-24,Marca_1398,56,xyz
[ERROR] Error en linea 1399: 2399,Producto_1399,Abarrotes,2026-12-03,Marca_1399,abc,57
[ERROR] Linea 1400: precio invalido (-50)
[ERROR] Linea 1403: stock invalido (-10)
[DUPLICADO] Linea 1404: duplicado - 1001
[ERROR] Linea 1405: campo vacio detectado
[DUPLICADO] Linea 1406: duplicado - 1001
[DUPLICADO] Linea 1407: duplicado - 1001
[ERROR] Linea 1409: fecha invalida (2026/99/99)
[ERROR] Linea 1410: fecha invalida (2026/99/99)
[ERROR] Error en linea 1411: 2411,Producto_1411,Abarrotes,2026-05-09,Marca_1411,61,xyz
[ERROR] Error en linea 1413: 2413,Producto_1413,Bebidas,2026-01-06,Marca_1413,abc,6
[ERROR] Error en linea 1414: 2414,Producto_1414,Frutas,2026-03-28,Marca_1414,abc,20
[ERROR] Linea 1415: precio invalido (-50)
[ERROR] Error en linea 1416: 2416,Producto_1416,Abarrotes,2026-09-16,Marca_1416,135,xyz
[ERROR] Error en linea 1417: 2417,Producto_1417,Lacteos,2026-08-28,Marca_1417,abc,88
[ERROR] Error en linea 1419: 2419,Producto_1419,Bebidas,2026-07-24,Marca_1419,87,xyz
[ERROR] Error en linea 1420: 2420,Producto_1420,Bebidas,2026-09-27,Marca_1420,abc,91
[ERROR] Linea 1421: stock invalido (-10)
[DUPLICADO] Linea 1423: duplicado - 1001
[DUPLICADO] Linea 1424: duplicado - 1001
[ERROR] Error en linea 1425: 2425,Producto_1425,Snacks,2026-03-09,Marca_1425,abc,14
[ERROR] Error en linea 1427: 2427,Producto_1427,Verduras,2026-12-06,Marca_1427,80,xyz
[ERROR] Error en linea 1428: 2428,Producto_1428,Abarrotes,2026-08-16,Marca_1428,66,xyz
[ERROR] Linea 1429: fecha invalida (2026/99/99)
[ERROR] Linea 1431: fecha invalida (2026/99/99)
[ERROR] Linea 1433: fecha invalida (2026/99/99)
[ERROR] Error en linea 1434: 2434,Producto_1434,Snacks,2026-05-06,Marca_1434,167,xyz
[ERROR] Error en linea 1435: 2435,Producto_1435,Verduras,2026-10-22,Marca_1435,117,xyz
[ERROR] Linea 1438: fecha invalida (2026/99/99)
[ERROR] Error en linea 1439: 2439,Producto_1439,Bebidas,2026-12-10,Marca_1439,164,xyz
[DUPLICADO] Linea 1440: duplicado - 1001
[ERROR] Linea 1441: campo vacio detectado
[ERROR] Linea 1442: campo vacio detectado
[ERROR] Linea 1443: campo vacio detectado
[ERROR] Error en linea 1444: 2444,Producto_1444,Abarrotes,2026-11-12,Marca_1444,abc,78
[ERROR] Linea 1445: precio invalido (-50)
[ERROR] Linea 1446: fecha invalida (2026/99/99)
[ERROR] Linea 1447: campo vacio detectado
[ERROR] Linea 1451: stock invalido (-10)
[ERROR] Linea 1452: campo vacio detectado
[ERROR] Linea 1454: fecha invalida (2026/99/99)
[DUPLICADO] Linea 1455: duplicado - 1001
[DUPLICADO] Linea 1456: duplicado - 1001
[ERROR] Linea 1458: precio invalido (-50)
[ERROR] Error en linea 1459: 2459,Producto_1459,Abarrotes,2026-11-22,Marca_1459,4,xyz
[ERROR] Linea 1463: fecha invalida (2026/99/99)
[DUPLICADO] Linea 1464: duplicado - 1001
[ERROR] Linea 1466: precio invalido (-50)
[ERROR] Linea 1467: campo vacio detectado
[ERROR] Linea 1468: campo vacio detectado
[ERROR] Error en linea 1469: 2469,Producto_1469,Abarrotes,2026-01-12,Marca_1469,131,xyz
[ERROR] Linea 1470: precio invalido (-50)
[ERROR] Linea 1472: fecha invalida (2026/99/99)
[ERROR] Error en linea 1473: 2473,Producto_1473,Verduras,2026-04-23,Marca_1473,196,xyz
[ERROR] Error en linea 1474: 2474,Producto_1474,Lacteos,2026-03-27,Marca_1474,149,xyz
[ERROR] Linea 1475: stock invalido (-10)
[ERROR] Linea 1476: precio invalido (-50)
[ERROR] Linea 1477: stock invalido (-10)
[ERROR] Linea 1479: campo vacio detectado
[DUPLICADO] Linea 1480: duplicado - 1001
[ERROR] Linea 1481: precio invalido (-50)
[ERROR] Linea 1482: campo vacio detectado
[DUPLICADO] Linea 1483: duplicado - 1001
[ERROR] Error en linea 1488: 2488,Producto_1488,Verduras,2026-05-28,Marca_1488,abc,82
[ERROR] Linea 1489: fecha invalida (2026/99/99)
[ERROR] Error en linea 1491: 2491,Producto_1491,Verduras,2026-12-13,Marca_1491,147,xyz
[ERROR] Linea 1492: fecha invalida (2026/99/99)
[ERROR] Linea 1493: campo vacio detectado
[ERROR] Error en linea 1494: 2494,Producto_1494,Lacteos,2026-03-02,Marca_1494,36,xyz
[ERROR] Linea 1495: stock invalido (-10)
[ERROR] Error en linea 1496: 2496,Producto_1496,Bebidas,2026-05-03,Marca_1496,16,xyz
[ERROR] Error en linea 1498: 2498,Producto_1498,Abarrotes,2026-07-28,Marca_1498,180,xyz
[ERROR] Linea 1499: stock invalido (-10)
[ERROR] Error en linea 1500: 2500,Producto_1500,Abarrotes,2026-01-25,Marca_1500,abc,67
[INFO] Archivo cargado correctamente: prueba_grande.csv
