codigoBarras,nombre,categoria,fechaVencimiento,marca,precio,stock
1880,Producto_880,Bebidas,2026-10-04,Marca_880,84,12
1881,Producto_881,Frutas,2026-07-06,Marca_881,3,-10
1001,Producto_882,Abarrotes,2026-12-21,Marca_882,46,2
1883,Producto_883,Verduras,2026-06-19,Marca_883,abc,22
1884,Producto_884,Snacks,2026-05-21,Marca_884,-50,80
1885,Producto_885,Lacteos,2026-07-26,Marca_885,118,99
1886,Producto_886,Lacteos,2026-06-12,Marca_886,6,xyz
1001,Producto_887,Bebidas,2026-04-26,Marca_887,180,17
1888,Producto_888,Snacks,2026-04-17,Marca_888,39,99
1889,Producto_889,Lacteos,2026-11-14,Marca_889,172,xyz
1890,Producto_890,Bebidas,2026-04-08,Marca_890,abc,41
1891,Producto_891,Bebidas,2026-01-07,Marca_891,10,11
1892,,Abarrotes,2026-06-10,Marca_892,101,94
1893,Producto_893,Abarrotes,2026-06-17,Marca_893,32,68
1894,Producto_894,Verduras,2026-11-21,Marca_894,122,54
1895,Producto_895,Snacks,2026-09-09,Marca_895,38,-10
1001,Producto_896,Snacks,2026-03-02,Marca_896,129,64
1897,Producto_897,Lacteos,2026-11-17,Marca_897,44,-10
1898,Producto_898,Abarrotes,2026/99/99,Marca_898,94,2
1899,Producto_899,Snacks,2026-07-05,Marca_899,113,52
1900,Producto_900,Lacteos,2026-10-26,Marca_900,135,xyz
1901,Producto_901,Bebidas,2026-09-28,Marca_901,165,xyz
1902,Producto_902,Bebidas,2026-04-01,Marca_902,-50,36
1903,Producto_903,Frutas,2026/99/99,Marca_903,88,86
1904,Producto_904,Frutas,2026-06-05,Marca_904,abc,35
1905,Producto_905,Lacteos,2026-05-18,Marca_905,164,59
1001,Producto_906,Bebidas,2026-02-09,Marca_906,21,46
1907,Producto_907,Frutas,2026/99/99,Marca_907,168,49
1908,,Snacks,2026-02-05,Marca_908,64,33
1909,Producto_909,Verduras,2026-11-24,Marca_909,63,xyz
1910,Producto_910,Verduras,2026-11-18,Marca_910,1,-10
1911,Producto_911,Verduras,2026-03-22,Marca_911,129,xyz
1912,Producto_912,Verduras,2026-03-28,Marca_912,-50,66
1913,Producto_913,Frutas,2026-01-21,Marca_913,16,60
1001,Producto_914,Verduras,2026-06-19,Marca_914,20,73
1915,Producto_915,Verduras,2026-07-09,Marca_915,90,7
1916,Producto_916,Bebidas,2026-11-09,Marca_916,135,-10
1917,Producto_917,Lacteos,2026-02-02,Marca_917,116,81
1918,Producto_918,Snacks,2026-04-11,Marca_918,-50,31
1919,,Abarrotes,2026-03-28,Marca_919,46,83
1920,Producto_920,Abarrotes,2026/99/99,Marca_920,112,69
1921,Producto_921,Frutas,2026-06-24,Marca_921,abc,52
1922,Producto_922,Snacks,2026-04-04,Marca_922,30,88
1923,Producto_923,Bebidas,2026-10-23,Marca_923,103,-10
1924,,Snacks,2026-08-07,Marca_924,152,97
1001,Producto_925,Frutas,2026-01-16,Marca_925,114,84
1926,Producto_926,Bebidas,2026-05-17,Marca_926,13,-10
1927,Producto_927,Lacteos,2026/99/99,Marca_927,54,95
1928,Producto_928,Lacteos,2026-03-16,Marca_928,59,41
1929,Producto_929,Verduras,2026-09-23,Marca_929,106,xyz
1930,Producto_930,Frutas,2026-11-27,Marca_930,-50,32
1931,Producto_931,Abarrotes,2026-02-19,Marca_931,-50,26
1932,Producto_932,Lacteos,2026-05-26,Marca_932,122,22
1933,Producto_933,Snacks,2026-07-03,Marca_933,-50,33
1934,,Snacks,2026-12-07,Marca_934,47,41
1935,Producto_935,Abarrotes,2026-06-25,Marca_935,68,47
1936,Producto_936,Frutas,2026/99/99,Marca_936,185,38
1937,,Snacks,2026-08-15,Marca_937,190,9
1938,Producto_938,Bebidas,2026/99/99,Marca_938,92,37
1001,Producto_939,Frutas,2026-10-22,Marca_939,128,56
1940,Producto_940,Abarrotes,2026-05-07,Marca_940,74,-10
1001,Producto_941,Snacks,2026-06-03,Marca_941,22,30
1942,Producto_942,Abarrotes,2026-02-07,Marca_942,2,76
1943,Producto_943,Lacteos,2026-05-11,Marca_943,119,xyz
1944,Producto_944,Verduras,2026-06-28,Marca_944,abc,22
1945,Producto_945,Lacteos,2026/99/99,Marca_945,53,64
1946,Producto_946,Bebidas,2026-04-10,Marca_946,68,xyz
1947,Producto_947,Lacteos,2026-08-17,Marca_947,-50,5
1948,Producto_948,Abarrotes,2026-06-24,Marca_948,114,-10
1949,Producto_949,Lacteos,2026-12-14,Marca_949,112,-10
1950,Producto_950,Snacks,2026-07-17,Marca_950,-50,67
1951,Producto_951,Bebidas,2026-04-07,Marca_951,31,xyz
1952,Producto_952,Abarrotes,2026-09-11,Marca_952,194,xyz
1953,Producto_953,Lacteos,2026-09-17,Marca_953,140,-10
1954,Producto_954,Abarrotes,2026-03-03,Marca_954,165,94
1955,Producto_955,Snacks,2026-05-21,Marca_955,abc,31
1956,Producto_956,Frutas,2026-08-15,Marca_956,168,59
1957,Producto_957,Lacteos,2026-08-02,Marca_957,-50,97
1958,Producto_958,Verduras,2026-01-15,Marca_958,29,56
1959,Producto_959,Abarrotes,2026-03-19,Marca_959,-50,27
1960,,Frutas,2026-01-25,Marca_960,28,95
1961,,Abarrotes,2026-08-22,Marca_961,192,68
1962,Producto_962,Lacteos,2026-02-19,Marca_962,82,7
1963,Producto_963,Bebidas,2026-03-03,Marca_963,50,63
1964,Producto_964,Verduras,2026-02-01,Marca_964,-50,63
1965,Producto_965,Snacks,2026/99/99,Marca_965,61,57
1966,Producto_966,Lacteos,2026-07-14,Marca_966,-50,58
1967,Producto_967,Bebidas,2026-02-11,Marca_967,83,95
1968,,Verduras,2026-02-28,Marca_968,56,56
1969,Producto_969,Bebidas,2026-06-28,Marca_969,174,xyz
1970,Producto_970,Lacteos,2026-07-12,Marca_970,133,47
1971,Producto_971,Lacteos,2026-02-02,Marca_971,56,22
1972,Producto_972,Lacteos,2026-05-09,Marca_972,71,3
1973,Producto_973,Snacks,2026-12-25,Marca_973,134,23
1974,Producto_974,Bebidas,2026-04-17,Marca_974,151,5
1975,Producto_975,Abarrotes,2026-10-05,Marca_975,abc,54
1001,Producto_976,Snacks,2026-12-20,Marca_976,132,55
1001,Producto_977,Snacks,2026-11-26,Marca_977,48,13
1978,Producto_978,Verduras,2026-04-23,Marca_978,71,-10
1979,,Snacks,2026-08-08,Marca_979,135,82
1980,Producto_980,Verduras,2026-02-18,Marca_980,69,36
1981,Producto_981,Abarrotes,2026-06-14,Marca_981,-50,10
1982,Producto_982,Bebidas,2026-04-07,Marca_982,161,91
1983,Producto_983,Bebidas,2026-01-26,Marca_983,-50,20
1001,Producto_984,Snacks,2026-06-22,Marca_984,99,48
1985,Producto_985,Lacteos,2026-01-17,Marca_985,28,77
1986,Producto_986,Bebidas,2026-12-26,Marca_986,135,35
1987,Producto_987,Bebidas,2026-10-14,Marca_987,144,6
1988,Producto_988,Verduras,2026-05-09,Marca_988,-50,3
1989,Producto_989,Bebidas,2026-10-01,Marca_989,72,28
1990,,Verduras,2026-10-17,Marca_990,67,33
1991,Producto_991,Frutas,2026-02-01,Marca_991,abc,100
1992,Producto_992,Lacteos,2026-05-04,Marca_992,abc,37
1001,Producto_993,Lacteos,2026-11-13,Marca_993,75,90
1994,Producto_994,Snacks,2026-04-17,Marca_994,107,55
1995,Producto_995,Snacks,2026-05-13,Marca_995,107,3
1001,Producto_996,Abarrotes,2026-04-06,Marca_996,24,75
1997,,Frutas,2026-03-09,Marca_997,109,61
1998,,Verduras,2026-07-11,Marca_998,73,74
1001,Producto_999,Bebidas,2026-04-16,Marca_999,192,18
2000,Producto_1000,Snacks,2026-09-18,Marca_1000,103,xyz
2001,Producto_1001,Lacteos,2026-02-15,Marca_1001,200,xyz
2002,Producto_1002,Bebidas,2026-06-08,Marca_1002,5,18
2003,Producto_1003,Verduras,2026-10-03,Marca_1003,172,47
2004,Producto_1004,Frutas,2026-02-11,Marca_1004,199,34
2005,Producto_1005,Abarrotes,2026-08-24,Marca_1005,109,59
2006,Producto_1006,Abarrotes,2026-05-04,Marca_1006,98,29
2007,,Snacks,2026-08-22,Marca_1007,46,16
2008,Producto_1008,Lacteos,2026-01-09,Marca_1008,31,4
2009,Producto_1009,Frutas,2026-07-05,Marca_1009,72,73
2010,Producto_1010,Bebidas,2026-12-25,Marca_1010,107,xyz
2011,Producto_1011,Verduras,2026-03-04,Marca_1011,65,100
2012,Producto_1012,Verduras,2026-06-15,Marca_1012,34,xyz
2013,Producto_1013,Verduras,2026-08-19,Marca_1013,abc,30
2014,Producto_1014,Bebidas,2026-08-28,Marca_1014,176,75
2015,Producto_1015,Lacteos,2026-10-19,Marca_1015,42,xyz
2016,Producto_1016,Frutas,2026-05-12,Marca_1016,59,13
2017,,Bebidas,2026-01-09,Marca_1017,125,43
2018,Producto_1018,Lacteos,2026-11-06,Marca_1018,abc,12
2019,Producto_1019,Frutas,2026-08-19,Marca_1019,69,xyz
2020,Producto_1020,Abarrotes,2026-04-03,Marca_1020,abc,17
2021,Producto_1021,Snacks,2026-12-23,Marca_1021,abc,87
2022,Producto_1022,Frutas,2026-12-16,Marca_1022,132,48
2023,Producto_1023,Verduras,2026-02-17,Marca_1023,104,42
2024,Producto_1024,Lacteos,2026-03-15,Marca_1024,189,19
2025,Producto_1025,Frutas,2026-10-21,Marca_1025,48,23
2026,,Bebidas,2026-05-28,Marca_1026,16,54
2027,Producto_1027,Lacteos,2026-06-06,Marca_1027,123,xyz
2028,Producto_1028,Bebidas,2026-11-19,Marca_1028,12,43
2029,Producto_1029,Bebidas,2026-05-07,Marca_1029,126,54
1001,Producto_1030,Verduras,2026-11-27,Marca_1030,119,38
2031,Producto_1031,Verduras,2026-11-02,Marca_1031,abc,86
2032,Producto_1032,Abarrotes,2026-01-04,Marca_1032,abc,27
2033,Producto_1033,Frutas,2026-10-07,Marca_1033,-50,14
2034,Producto_1034,Lacteos,2026-01-02,Marca_1034,abc,50
2035,Producto_1035,Abarrotes,2026-01-25,Marca_1035,-50,55
2036,Producto_1036,Abarrotes,2026/99/99,Marca_1036,193,72
1001,Producto_1037,Abarrotes,2026-03-13,Marca_1037,111,44
2038,Producto_1038,Verduras,2026-09-05,Marca_1038,abc,52
2039,Producto_1039,Bebidas,2026-10-10,Marca_1039,19,51
1001,Producto_1040,Verduras,2026-04-03,Marca_1040,157,15
2041,Producto_1041,Abarrotes,2026-06-07,Marca_1041,181,43
2042,Producto_1042,Abarrotes,2026-02-20,Marca_1042,198,-10
1001,Producto_1043,Verduras,2026-03-11,Marca_1043,173,96
2044,Producto_1044,Abarrotes,2026-09-28,Marca_1044,199,16
2045,Producto_1045,Verduras,2026/99/99,Marca_1045,140,69
2046,Producto_1046,Lacteos,2026-02-20,Marca_1046,-50,59
2047,Producto_1047,Frutas,2026-04-03,Marca_1047,67,xyz
2048,Producto_1048,Frutas,2026-05-25,Marca_1048,-50,5
2049,Producto_1049,Abarrotes,2026-10-20,Marca_1049,49,28
2050,Producto_1050,Bebidas,2026-01-23,Marca_1050,30,96
1001,Producto_1051,Bebidas,2026-12-04,Marca_1051,195,54
2052,Producto_1052,Snacks,2026-09-25,Marca_1052,199,-10
2053,Producto_1053,Snacks,2026-04-06,Marca_1053,133,4
2054,Producto_1054,Frutas,2026-09-24,Marca_1054,56,93
2055,Producto_1055,Bebidas,2026-10-24,Marca_1055,164,35
2056,Producto_1056,Abarrotes,2026-10-10,Marca_1056,50,40
1001,Producto_1057,Verduras,2026-04-27,Marca_1057,76,11
2058,Producto_1058,Lacteos,2026-11-09,Marca_1058,-50,36
2059,Producto_1059,Bebidas,2026/99/99,Marca_1059,56,14
2060,Producto_1060,Lacteos,2026-12-17,Marca_1060,26,35
2061,Producto_1061,Abarrotes,2026-09-16,Marca_1061,97,78
1001,Producto_1062,Verduras,2026-12-27,Marca_1062,49,67
2063,Producto_1063,Snacks,2026-07-11,Marca_1063,101,85
2064,Producto_1064,Frutas,2026-12-01,Marca_1064,59,xyz
2065,Producto_1065,Frutas,2026-01-09,Marca_1065,6,58
2066,Producto_1066,Frutas,2026/99/99,Marca_1066,71,89
2067,Producto_1067,Bebidas,2026-03-16,Marca_1067,128,51
2068,Producto_1068,Frutas,2026-12-05,Marca_1068,66,76
2069,Producto_1069,Bebidas,2026-12-21,Marca_1069,88,70
2070,Producto_1070,Snacks,2026-12-08,Marca_1070,14,9
2071,Producto_1071,Lacteos,2026-01-14,Marca_1071,108,95
2072,Producto_1072,Frutas,2026/99/99,Marca_1072,27,43
2073,Producto_1073,Lacteos,2026-10-14,Marca_1073,30,8
2074,Producto_1074,Frutas,2026/99/99,Marca_1074,70,18
2075,Producto_1075,Verduras,2026/99/99,Marca_1075,192,99
2076,Producto_1076,Frutas,2026-03-18,Marca_1076,153,-10
2077,Producto_1077,Lacteos,2026-01-04,Marca_1077,43,-10
2078,Producto_1078,Verduras,2026-04-28,Marca_1078,167,-10
2079,,Frutas,2026-03-05,Marca_1079,180,28
2080,Producto_1080,Snacks,2026/99/99,Marca_1080,50,11
2081,Producto_1081,Lacteos,2026-07-24,Marca_1081,12,xyz
2082,Producto_1082,Lacteos,2026-09-06,Marca_1082,158,7
2083,Producto_1083,Frutas,2026-08-21,Marca_1083,-50,18
2084,Producto_1084,Lacteos,2026-09-07,Marca_1084,121,68
1001,Producto_1085,Bebidas,2026-12-22,Marca_1085,48,81
2086,Producto_1086,Lacteos,2026-03-27,Marca_1086,109,86
1001,Producto_1087,Abarrotes,2026-01-10,Marca_1087,131,70
2088,Producto_1088,Abarrotes,2026-01-15,Marca_1088,76,99
2089,Producto_1089,Bebidas,2026-07-04,Marca_1089,63,87
2090,Producto_1090,Snacks,2026-08-27,Marca_1090,-50,28
2091,Producto_1091,Bebidas,2026-04-18,Marca_1091,abc,92
1001,Producto_1092,Verduras,2026-05-27,Marca_1092,158,92
2093,,Lacteos,2026-07-05,Marca_1093,132,42
2094,Producto_1094,Lacteos,2026-05-10,Marca_1094,79,-10
2095,Producto_1095,Verduras,2026-11-24,Marca_1095,79,97
2096,Producto_1096,Frutas,2026-06-15,Marca_1096,abc,58
2097,Producto_1097,Snacks,2026-10-19,Marca_1097,72,71
2098,Producto_1098,Frutas,2026/99/99,Marca_1098,8,74
2099,Producto_1099,Lacteos,2026-01-21,Marca_1099,113,15
2100,Producto_1100,Snacks,2026-03-22,Marca_1100,140,-10
2101,Producto_1101,Lacteos,2026-11-28,Marca_1101,133,29
2102,,Bebidas,2026-09-26,Marca_1102,4,52
2103,Producto_1103,Lacteos,2026-11-14,Marca_1103,36,xyz
2104,Producto_1104,Frutas,2026/99/99,Marca_1104,121,41
2105,Producto_1105,Frutas,2026/99/99,Marca_1105,9,93
2106,Producto_1106,Lacteos,2026-07-27,Marca_1106,42,71
2107,,Bebidas,2026-12-04,Marca_1107,147,40
2108,Producto_1108,Abarrotes,2026-08-18,Marca_1108,abc,64
2109,Producto_1109,Abarrotes,2026-07-08,Marca_1109,29,59
2110,Producto_1110,Abarrotes,2026-10-01,Marca_1110,54,55
2111,Producto_1111,Frutas,2026-05-15,Marca_1111,abc,30
2112,Producto_1112,Verduras,2026-11-01,Marca_1112,abc,41
2113,Producto_1113,Snacks,2026/99/99,Marca_1113,110,44
2114,Producto_1114,Verduras,2026/99/99,Marca_1114,36,94
2115,Producto_1115,Frutas,2026-12-09,Marca_1115,29,1
2116,Producto_1116,Snacks,2026-10-15,Marca_1116,-50,70
2117,Producto_1117,Bebidas,2026-01-14,Marca_1117,36,78
2118,Producto_1118,Snacks,2026-10-11,Marca_1118,166,75
2119,Producto_1119,Lacteos,2026-03-27,Marca_1119,87,71
2120,,Frutas,2026-10-28,Marca_1120,14,6
2121,Producto_1121,Bebidas,2026-07-01,Marca_1121,186,xyz
2122,,Snacks,2026-01-07,Marca_1122,194,9
2123,Producto_1123,Verduras,2026-03-06,Marca_1123,169,12
2124,Producto_1124,Abarrotes,2026-07-07,Marca_1124,93,57
1001,Producto_1125,Verduras,2026-02-02,Marca_1125,20,51
2126,Producto_1126,Snacks,2026-10-10,Marca_1126,107,43
2127,Producto_1127,Snacks,2026-11-11,Marca_1127,195,32
2128,Producto_1128,Snacks,2026-10-14,Marca_1128,-50,86
2129,Producto_1129,Snacks,2026-12-03,Marca_1129,-50,80
2130,Producto_1130,Verduras,2026/99/99,Marca_1130,191,83
2131,Producto_1131,Frutas,2026-01-17,Marca_1131,99,47
2132,Producto_1132,Verduras,2026/99/99,Marca_1132,31,70
2133,Producto_1133,Frutas,2026-08-27,Marca_1133,155,71
2134,Producto_1134,Snacks,2026-10-08,Marca_1134,abc,38
2135,Producto_1135,Lacteos,2026-03-02,Marca_1135,161,45
2136,Producto_1136,Abarrotes,2026-02-24,Marca_1136,49,xyz
2137,Producto_1137,Frutas,2026/99/99,Marca_1137,69,22
2138,Producto_1138,Abarrotes,2026-07-02,Marca_1138,9,73
2139,Producto_1139,Snacks,2026-08-06,Marca_1139,abc,73
2140,,Abarrotes,2026-09-17,Marca_1140,95,5
2141,,Abarrotes,2026-05-06,Marca_1141,85,5
2142,Producto_1142,Abarrotes,2026-12-04,Marca_1142,135,16
2143,Producto_1143,Snacks,2026-10-04,Marca_1143,18,-10
2144,Producto_1144,Abarrotes,2026-10-28,Marca_1144,abc,53
2145,Producto_1145,Abarrotes,2026-02-16,Marca_1145,134,100
2146,Producto_1146,Snacks,2026/99/99,Marca_1146,100,53
2147,Producto_1147,Snacks,2026-10-15,Marca_1147,48,-10
2148,Producto_1148,Verduras,2026-08-04,Marca_1148,153,2
2149,Producto_1149,Snacks,2026-11-06,Marca_1149,-50,42
2150,Producto_1150,Snacks,2026-11-07,Marca_1150,42,xyz
2151,Producto_1151,Snacks,2026/99/99,Marca_1151,125,90
2152,Producto_1152,Frutas,2026-06-19,Marca_1152,23,-10
2153,Producto_1153,Verduras,2026-02-10,Marca_1153,-50,62
1001,Producto_1154,Abarrotes,2026-06-06,Marca_1154,61,77
2155,Producto_1155,Abarrotes,2026-03-21,Marca_1155,abc,56
2156,Producto_1156,Lacteos,2026-08-10,Marca_1156,50,36
2157,Producto_1157,Verduras,2026-04-24,Marca_1157,9,10
2158,Producto_1158,Lacteos,2026/99/99,Marca_1158,77,69
2159,Producto_1159,Verduras,2026/99/99,Marca_1159,196,68
2160,Producto_1160,Frutas,2026-09-21,Marca_1160,38,24
2161,Producto_1161,Frutas,2026-04-12,Marca_1161,47,xyz
2162,Producto_1162,Snacks,2026-03-22,Marca_1162,abc,35
2163,Producto_1163,Lacteos,2026-06-08,Marca_1163,abc,14
2164,Producto_1164,Verduras,2026-08-19,Marca_1164,132,-10
2165,Producto_1165,Abarrotes,2026-01-02,Marca_1165,183,87
2166,,Bebidas,2026-08-08,Marca_1166,169,82
2167,Producto_1167,Frutas,2026-10-10,Marca_1167,77,9
2168,,Frutas,2026-07-22,Marca_1168,19,70
2169,,Verduras,2026-07-14,Marca_1169,25,90
2170,Producto_1170,Verduras,2026-03-10,Marca_1170,abc,25
2171,Producto_1171,Verduras,2026-11-27,Marca_1171,20,63
2172,Producto_1172,Frutas,2026-10-05,Marca_1172,105,47
2173,Producto_1173,Verduras,2026-10-27,Marca_1173,-50,28
1001,Producto_1174,Frutas,2026-06-03,Marca_1174,174,47
2175,Producto_1175,Abarrotes,2026-01-18,Marca_1175,175,xyz
2176,Producto_1176,Bebidas,2026-04-25,Marca_1176,-50,96
2177,Producto_1177,Verduras,2026-03-13,Marca_1177,-50,51
2178,Producto_1178,Verduras,2026-04-28,Marca_1178,134,69
2179,Producto_1179,Abarrotes,2026-09-05,Marca_1179,abc,58
2180,Producto_1180,Verduras,2026-03-03,Marca_1180,abc,34
2181,Producto_1181,Frutas,2026-11-02,Marca_1181,94,51
2182,,Snacks,2026-01-11,Marca_1182,161,12
2183,Producto_1183,Lacteos,2026-06-08,Marca_1183,46,3
2184,Producto_1184,Abarrotes,2026-12-01,Marca_1184,-50,71
2185,Producto_1185,Abarrotes,2026-01-24,Marca_1185,180,-10
1001,Producto_1186,Abarrotes,2026-10-16,Marca_1186,63,8
2187,Producto_1187,Verduras,2026-12-06,Marca_1187,13,36
2188,,Verduras,2026-10-03,Marca_1188,105,31
2189,Producto_1189,Verduras,2026-10-09,Marca_1189,-50,18
1001,Producto_1190,Frutas,2026-03-24,Marca_1190,185,11
2191,Producto_1191,Frutas,2026-12-01,Marca_1191,1,86
2192,Producto_1192,Abarrotes,2026-04-07,Marca_1192,199,64
2193,Producto_1193,Frutas,2026-12-15,Marca_1193,2,-10
2194,,Bebidas,2026-04-03,Marca_1194,62,16
2195,Producto_1195,Verduras,2026/99/99,Marca_1195,4,22
2196,Producto_1196,Snacks,2026-03-07,Marca_1196,67,-10
2197,Producto_1197,Verduras,2026-12-11,Marca_1197,85,74
2198,Producto_1198,Lacteos,2026-09-22,Marca_1198,41,-10
2199,Producto_1199,Abarrotes,2026-08-13,Marca_1199,96,45
2200,Producto_1200,Lacteos,2026-01-09,Marca_1200,120,-10
2201,Producto_1201,Bebidas,2026/99/99,Marca_1201,18,1
2202,Producto_1202,Abarrotes,2026/99/99,Marca_1202,60,75
2203,Producto_1203,Frutas,2026/99/99,Marca_1203,155,90
2204,Producto_1204,Lacteos,2026-07-19,Marca_1204,131,xyz
2205,Producto_1205,Snacks,2026-04-12,Marca_1205,27,xyz
2206,Producto_1206,Frutas,2026-02-25,Marca_1206,107,-10
2207,Producto_1207,Abarrotes,2026-01-19,Marca_1207,76,68
2208,Producto_1208,Snacks,2026-05-14,Marca_1208,39,xyz
2209,Producto_1209,Lacteos,2026-02-01,Marca_1209,-50,92
2210,Producto_1210,Abarrotes,2026/99/99,Marca_1210,136,56
2211,Producto_1211,Snacks,2026/99/99,Marca_1211,7,53
2212,Producto_1212,Bebidas,2026-04-20,Marca_1212,158,7
2213,Producto_1213,Verduras,2026-12-04,Marca_1213,149,-10
2214,Producto_1214,Lacteos,2026-08-04,Marca_1214,abc,77
2215,Producto_1215,Verduras,2026-12-09,Marca_1215,78,35
2216,Producto_1216,Verduras,2026-09-07,Marca_1216,129,-10
2217,Producto_1217,Verduras,2026-07-27,Marca_1217,-50,68
2218,,Lacteos,2026-03-16,Marca_1218,75,71
2219,Producto_1219,Snacks,2026-01-09,Marca_1219,136,xyz
2220,Producto_1220,Bebidas,2026-09-25,Marca_1220,-50,18
2221,Producto_1221,Abarrotes,2026-06-24,Marca_1221,96,26
2222,Producto_1222,Bebidas,2026-10-05,Marca_1222,abc,98
2223,Producto_1223,Verduras,2026/99/99,Marca_1223,16,38
2224,Producto_1224,Snacks,2026-10-09,Marca_1224,18,-10
2225,Producto_1225,Frutas,2026-03-28,Marca_1225,166,60
2226,Producto_1226,Lacteos,2026-01-26,Marca_1226,abc,44
2227,Producto_1227,Frutas,2026-02-25,Marca_1227,50,57
2228,Producto_1228,Verduras,2026/99/99,Marca_1228,67,29
2229,Producto_1229,Abarrotes,2026-09-05,Marca_1229,abc,18
1001,Producto_1230,Abarrotes,2026-08-07,Marca_1230,25,77
1001,Producto_1231,Bebidas,2026-05-27,Marca_1231,123,52
2232,Producto_1232,Bebidas,2026-09-28,Marca_1232,47,98
2233,Producto_1233,Bebidas,2026-07-17,Marca_1233,5,37
2234,Producto_1234,Abarrotes,2026-06-01,Marca_1234,abc,20
2235,Producto_1235,Bebidas,2026-09-06,Marca_1235,-50,13
2236,Producto_1236,Verduras,2026/99/99,Marca_1236,131,37
2237,Producto_1237,Verduras,2026-06-11,Marca_1237,44,56
2238,Producto_1238,Abarrotes,2026-12-06,Marca_1238,92,-10
2239,Producto_1239,Frutas,2026/99/99,Marca_1239,12,6
2240,,Bebidas,2026-10-27,Marca_1240,31,48
2241,Producto_1241,Verduras,2026-12-01,Marca_1241,167,74
2242,,Abarrotes,2026-11-02,Marca_1242,62,30
2243,Producto_1243,Bebidas,2026-09-21,Marca_1243,23,8
2244,Producto_1244,Snacks,2026-11-19,Marca_1244,196,-10
2245,Producto_1245,Bebidas,2026-12-25,Marca_1245,164,-10
2246,Producto_1246,Bebidas,2026-03-11,Marca_1246,58,33
2247,Producto_1247,Bebidas,2026-04-03,Marca_1247,152,62
2248,Producto_1248,Verduras,2026-11-13,Marca_1248,193,-10
2249,Producto_1249,Frutas,2026-01-27,Marca_1249,86,64
2250,Producto_1250,Bebidas,2026-05-24,Marca_1250,-50,64
2251,Producto_1251,Abarrotes,2026-02-16,Marca_1251,180,27
2252,Producto_1252,Bebidas,2026/99/99,Marca_1252,142,80
2253,Producto_1253,Abarrotes,2026-04-23,Marca_1253,-50,32
2254,Producto_1254,Verduras,2026-03-16,Marca_1254,abc,29
1001,Producto_1255,Lacteos,2026-02-16,Marca_1255,107,95
2256,,Abarrotes,2026-04-28,Marca_1256,16,40
2257,Producto_1257,Snacks,2026-03-23,Marca_1257,158,1
2258,Producto_1258,Frutas,2026-02-09,Marca_1258,44,xyz
2259,Producto_1259,Verduras,2026-03-06,Marca_1259,102,34
2260,Producto_1260,Abarrotes,2026-08-15,Marca_1260,155,18
2261,Producto_1261,Frutas,2026-06-13,Marca_1261,109,-10
2262,Producto_1262,Verduras,2026-03-03,Marca_1262,165,-10
2263,Producto_1263,Bebidas,2026-06-24,Marca_1263,abc,46
2264,Producto_1264,Lacteos,2026-04-16,Marca_1264,75,89
2265,,Abarrotes,2026-04-05,Marca_1265,151,75
2266,Producto_1266,Bebidas,2026/99/99,Marca_1266,128,80
2267,Producto_1267,Abarrotes,2026-07-26,Marca_1267,-50,43
2268,Producto_1268,Frutas,2026-09-27,Marca_1268,47,-10
2269,Producto_1269,Bebidas,2026/99/99,Marca_1269,35,93
2270,Producto_1270,Bebidas,2026-08-27,Marca_1270,20,6
2271,,Snacks,2026-09-20,Marca_1271,104,21
2272,Producto_1272,Bebidas,2026-08-13,Marca_1272,abc,93
2273,Producto_1273,Frutas,2026-12-16,Marca_1273,43,42
2274,Producto_1274,Bebidas,2026-01-27,Marca_1274,abc,83
2275,Producto_1275,Verduras,2026-06-11,Marca_1275,-50,49
2276,Producto_1276,Lacteos,2026-10-05,Marca_1276,188,xyz
2277,Producto_1277,Lacteos,2026-06-28,Marca_1277,87,85
2278,Producto_1278,Abarrotes,2026-12-19,Marca_1278,109,xyz
2279,Producto_1279,Bebidas,2026/99/99,Marca_1279,104,64
2280,Producto_1280,Lacteos,2026/99/99,Marca_1280,109,11
2281,Producto_1281,Frutas,2026/99/99,Marca_1281,124,83
2282,,Bebidas,2026-09-27,Marca_1282,107,95
2283,Producto_1283,Abarrotes,2026-01-14,Marca_1283,156,1
2284,Producto_1284,Verduras,2026-02-03,Marca_1284,178,30
2285,Producto_1285,Abarrotes,2026-08-15,Marca_1285,195,16
2286,Producto_1286,Bebidas,2026-07-04,Marca_1286,151,35
2287,Producto_1287,Snacks,2026-06-26,Marca_1287,125,17
2288,Producto_1288,Lacteos,2026/99/99,Marca_1288,1,58
2289,Producto_1289,Abarrotes,2026-04-02,Marca_1289,abc,54
1001,Producto_1290,Verduras,2026-01-26,Marca_1290,189,71
2291,,Abarrotes,2026-04-20,Marca_1291,53,38
2292,Producto_1292,Abarrotes,2026-01-15,Marca_1292,39,17
2293,Producto_1293,Frutas,2026-12-21,Marca_1293,-50,52
2294,Producto_1294,Bebidas,2026-07-01,Marca_1294,7,-10
2295,Producto_1295,Frutas,2026-10-02,Marca_1295,91,-10
2296,Producto_1296,Frutas,2026/99/99,Marca_1296,175,55
2297,Producto_1297,Abarrotes,2026-04-21,Marca_1297,150,86
2298,Producto_1298,Snacks,2026-04-25,Marca_1298,121,xyz
2299,Producto_1299,Abarrotes,2026-06-22,Marca_1299,134,40
2300,Producto_1300,Bebidas,2026-01-26,Marca_1300,9,76
2301,Producto_1301,Verduras,2026-07-22,Marca_1301,-50,53
